publisher_id,video_id,video_duration,video_date
4,84811,2129,2015-05-26 06:23:24
4,25553,1699,2015-03-10 18:31:39
4,52596,844,2014-04-29 05:42:23
4,23595,601,2015-04-13 02:31:39
4,67776,2725,2014-03-06 10:15:01
4,51292,2791,2015-05-24 22:52:46
4,97996,721,2015-06-21 10:49:22
4,82203,1560,2015-11-18 23:45:51
4,61881,1750,2014-06-24 11:53:21
4,47426,3052,2014-02-25 09:11:03
4,94475,984,2015-01-24 00:18:28
4,22009,2745,2014-05-07 20:53:50
4,94190,2876,2015-08-09 09:06:08
4,48592,358,2014-07-04 12:37:47
4,624,1946,2014-08-17 07:08:28
4,15919,3205,2015-04-05 10:24:48
4,46734,2961,2014-02-20 21:39:43
4,87105,2169,2014-09-15 20:55:19
4,51454,1456,2014-06-27 10:45:25
4,13791,1275,2014-02-08 07:26:13
4,22110,2264,2015-09-23 05:26:57
4,24497,2069,2015-09-22 12:23:13
4,7204,3568,2014-12-06 08:52:56
4,56850,1671,2014-08-13 13:52:39
4,4393,59,2015-09-14 12:28:39
4,83302,3305,2014-06-15 09:27:57
4,52581,1405,2015-09-05 08:23:05
4,97959,748,2015-08-11 04:54:40
4,90813,1066,2015-12-29 00:49:44
4,32034,2331,2014-08-12 09:26:33
4,49586,1480,2015-01-14 07:13:51
4,5587,180,2015-06-22 05:46:19
4,1384,2746,2014-03-14 12:50:40
4,49393,530,2015-11-01 04:49:06
4,62570,1736,2015-08-23 03:32:08
4,38681,2798,2014-10-20 18:31:00
4,13437,153,2015-08-31 19:46:07
4,2383,2355,2014-05-17 01:24:23
4,75802,3239,2015-01-06 21:10:51
4,38673,2814,2014-09-29 11:32:42
4,21404,678,2014-11-27 16:34:26
5,61819,2571,2014-12-24 08:39:54
5,4065,256,2014-04-07 19:08:59
5,76771,638,2014-11-16 21:18:54
5,50857,1033,2014-04-07 01:15:07
5,30372,2373,2014-03-26 13:24:02
5,78045,22,2014-01-04 21:06:20
5,71808,939,2014-08-26 18:51:16
5,40523,953,2015-09-09 01:08:48
5,19016,1092,2015-06-19 01:52:19
5,49532,2284,2015-11-29 21:20:22
5,59225,1929,2015-06-19 08:38:34
5,68164,809,2015-11-24 01:55:32
5,17328,1304,2015-09-29 17:00:31
5,38944,615,2014-04-02 16:54:57
5,37595,2060,2015-10-31 04:20:20
5,47514,2283,2015-09-07 21:21:04
5,73314,2108,2015-12-08 20:13:39
5,59841,2470,2014-05-21 17:54:51
5,58123,1637,2015-08-02 23:36:43
5,85291,2320,2014-02-18 02:13:10
5,59900,749,2015-10-23 15:52:55
5,93695,2668,2014-09-08 18:09:13
5,59338,176,2014-01-12 22:26:36
5,21364,1406,2014-09-01 20:10:41
5,64637,3227,2015-06-20 21:19:01
5,33557,837,2014-08-27 17:40:44
5,95174,809,2015-06-03 13:23:27
5,28536,2936,2015-10-17 14:14:14
5,24592,869,2014-11-14 15:25:37
5,32020,145,2014-04-14 03:21:18
5,87433,559,2015-04-21 00:06:20
5,60479,2679,2014-06-21 18:43:50
5,72716,1270,2015-05-31 03:12:56
5,61288,3496,2014-10-28 19:47:02
5,75936,2062,2014-05-13 01:36:52
5,74357,24,2015-05-18 18:17:46
5,35088,727,2014-10-19 18:09:27
5,51715,282,2015-04-25 10:49:52
5,79317,3058,2014-12-13 08:42:58
5,54560,2264,2014-12-15 20:48:59
5,11243,960,2015-08-15 02:28:31
5,68183,2135,2014-11-23 02:27:08
5,14302,587,2014-12-23 06:20:46
5,31646,2015,2015-01-24 19:40:52
5,23882,2951,2014-07-27 07:55:14
6,21936,332,2015-09-29 10:18:04
6,24125,3339,2014-03-31 20:32:51
6,46680,875,2015-09-03 18:20:55
6,68809,349,2014-09-22 01:26:56
6,49827,829,2014-04-24 08:39:34
6,69813,295,2015-10-18 06:21:17
7,49776,84,2014-09-25 05:46:01
7,8289,1940,2015-05-24 14:18:33
7,55110,2547,2015-07-04 19:34:11
7,40725,2453,2015-02-07 01:24:47
7,75559,687,2015-01-03 19:40:52
7,18723,3175,2015-02-22 08:14:10
7,60579,735,2015-07-19 18:15:39
7,9882,2119,2015-12-10 02:21:55
7,43549,714,2015-06-02 17:44:21
7,75596,1002,2014-04-17 21:33:13
7,17332,771,2015-10-07 00:00:22
7,10335,3181,2015-10-07 17:27:00
7,60160,2239,2014-10-01 03:03:57
7,31420,1760,2014-08-28 15:37:43
7,33429,421,2015-07-27 16:12:24
7,81904,2630,2015-11-17 17:47:23
7,29510,1940,2014-07-19 00:28:55
7,66658,2496,2015-06-02 04:00:29
7,32822,1445,2014-03-24 19:38:28
7,13383,1191,2014-11-12 23:32:18
7,11881,3176,2014-05-04 12:39:08
7,78889,2087,2015-10-05 03:36:05
7,99219,687,2015-12-30 16:41:40
7,66819,587,2014-07-03 07:01:39
7,29309,3526,2015-08-04 03:12:25
7,30827,2829,2014-11-12 00:23:47
7,19984,3191,2015-09-09 16:03:25
7,40677,740,2014-08-31 08:59:37
7,13608,1230,2015-02-23 05:38:10
7,95332,1847,2014-10-21 04:42:00
7,10413,1644,2014-09-11 20:55:12
7,64446,1764,2014-05-08 23:15:28
7,43777,1613,2014-11-23 16:06:33
7,24368,812,2014-02-01 09:10:50
7,47225,2133,2015-11-30 22:27:55
7,28673,3066,2015-12-30 20:21:34
7,71296,835,2014-07-11 23:00:03
7,95029,1358,2015-01-22 03:01:58
7,60735,1658,2015-09-05 08:25:47
8,32356,884,2015-01-29 00:41:56
8,34014,1068,2014-03-06 14:00:35
8,28,2476,2015-02-04 04:15:07
8,3613,3207,2015-08-25 02:14:45
8,72879,2066,2015-09-27 08:54:52
8,34564,2416,2014-03-22 10:52:07
8,64226,3185,2015-04-01 10:46:51
8,67053,3375,2015-04-18 19:04:55
8,38761,1420,2015-11-17 17:37:51
8,42333,3584,2014-04-22 23:21:39
8,16291,918,2014-09-17 13:11:08
8,75056,1823,2014-09-09 03:44:47
8,7403,166,2014-06-09 17:36:12
8,68591,165,2015-11-23 22:28:39
8,38621,769,2014-05-03 05:57:20
8,28565,1432,2014-01-04 01:09:10
8,26320,105,2014-03-23 08:02:03
9,89505,656,2015-02-20 02:52:47
9,37752,673,2015-12-25 14:36:47
9,76894,1600,2015-05-02 15:34:58
9,41753,1311,2015-01-28 20:57:52
9,18342,1857,2014-04-16 02:14:17
9,56868,2081,2015-12-19 19:52:59
9,26591,2812,2014-03-05 22:09:52
9,84644,1553,2015-12-31 01:57:34
9,63935,1837,2015-08-30 09:43:54
9,31172,3430,2015-03-22 04:01:02
9,54594,896,2015-02-23 21:31:55
9,16109,2049,2014-10-01 01:32:16
9,42248,3254,2014-08-15 03:16:06
9,55476,513,2014-01-12 00:35:09
9,86393,685,2014-03-16 14:54:09
9,57313,787,2015-04-08 06:44:36
9,33118,2004,2014-03-26 08:26:13
9,72725,2146,2015-04-13 17:46:51
9,15639,2060,2014-01-17 18:10:00
9,45665,2540,2015-06-24 08:14:58
10,98201,1458,2015-11-28 22:01:24
10,61320,1338,2015-03-18 19:40:21
10,57432,3202,2014-10-19 23:34:05
10,50781,686,2015-05-01 01:55:42
10,77862,1375,2014-04-19 19:54:15
10,40049,338,2015-04-30 13:14:38
10,72276,1097,2015-11-15 02:55:12
10,31647,819,2014-03-16 23:17:16
10,37824,3253,2014-01-21 20:03:09
10,19623,2972,2014-10-31 06:05:13
10,75285,3036,2014-10-07 11:10:13
10,21810,330,2015-07-03 10:02:17
10,76198,3132,2014-02-20 15:47:56
10,82659,3110,2015-01-09 12:50:59
10,63395,974,2015-06-13 12:02:53
10,96721,143,2015-03-12 01:50:41
10,24839,3450,2014-03-31 03:30:20
10,93510,256,2014-04-08 03:26:15
10,77155,2909,2014-10-27 20:31:48
10,34219,930,2014-05-02 04:15:46
10,68848,964,2015-02-01 21:38:40
10,96018,1550,2014-10-01 00:36:02
10,61902,3363,2014-11-24 21:25:35
10,74628,1491,2014-05-22 00:23:41
10,57836,3411,2015-04-20 18:05:07
10,35151,378,2014-01-25 22:41:12
10,63638,2985,2014-05-30 20:06:15
10,48528,1840,2014-09-28 00:41:55
10,61000,1520,2015-04-02 19:18:45
10,1204,736,2014-04-05 08:19:24
10,6098,2992,2014-02-21 09:32:41
10,14064,2455,2015-05-24 12:17:31
10,5020,1866,2015-11-10 00:06:44
10,3381,36,2015-08-14 04:26:33
10,64983,3062,2015-11-29 09:44:06
10,73631,1597,2014-10-30 18:36:04
10,58326,3291,2014-10-08 16:17:41
10,43619,1634,2014-04-13 20:14:20
10,35907,1975,2014-10-06 19:50:49
10,87520,123,2014-11-13 05:17:43
10,87172,980,2015-04-27 22:18:37
10,23170,843,2015-09-09 14:52:06
10,41705,2910,2015-09-16 12:56:16
10,83121,1403,2014-09-23 21:29:40
10,12700,866,2015-09-22 04:52:37
10,43616,51,2015-07-10 06:52:41
10,76814,3470,2014-02-17 04:51:15
10,67483,3152,2014-08-10 11:10:30
10,80862,1156,2014-05-09 02:32:10
10,66502,531,2015-06-08 05:35:16
11,67150,2525,2015-09-17 08:32:23
11,97976,2708,2015-07-06 15:15:54
11,62723,1953,2014-03-05 06:22:24
11,10636,3181,2015-05-19 07:59:45
11,3486,585,2015-07-15 01:22:59
11,63989,3159,2014-03-31 21:02:47
11,71889,2113,2014-10-05 18:07:24
11,79864,1995,2014-03-25 15:09:09
11,17849,1518,2014-05-15 13:41:51
12,77573,406,2015-01-18 08:39:45
12,14550,3332,2014-01-06 09:51:23
12,59645,532,2015-11-18 02:12:53
12,60360,1217,2014-06-02 12:01:34
12,98339,1643,2014-03-09 20:10:59
12,73591,1091,2015-11-11 05:23:21
12,54701,1823,2015-06-03 07:13:57
12,83677,1207,2014-06-19 08:32:37
12,59064,3366,2015-11-23 12:17:04
12,98472,784,2014-04-13 05:51:46
12,87768,1236,2014-10-01 01:42:24
12,46207,2982,2014-03-17 01:35:22
12,3941,1600,2014-06-01 23:31:21
12,67807,2711,2015-01-08 02:16:06
12,74123,3009,2014-02-08 08:36:55
12,92677,3130,2014-11-19 13:21:39
12,23373,2375,2014-09-03 08:16:37
13,78803,578,2015-07-18 22:09:27
13,51014,662,2015-08-14 12:54:16
13,12023,351,2015-10-07 23:15:19
13,44250,715,2014-03-21 03:50:39
13,96221,2076,2015-09-28 05:28:27
13,98781,2397,2014-03-04 05:17:42
13,51538,484,2015-04-30 05:20:41
13,37683,3548,2014-10-22 03:04:59
13,55085,1622,2015-12-30 10:37:50
14,77969,1283,2015-06-28 11:07:17
14,79169,152,2014-01-24 15:11:36
14,89853,2988,2014-05-10 21:10:27
14,35863,2982,2015-11-28 21:26:13
14,49489,752,2015-06-25 04:06:50
14,36448,2431,2015-07-29 14:54:42
14,92769,1305,2015-08-03 11:00:29
14,92797,3583,2014-02-26 03:41:26
14,7410,1543,2014-10-01 16:29:17
14,17055,50,2015-10-20 20:34:50
14,62117,846,2014-04-22 04:09:45
14,54574,2621,2015-02-28 05:47:31
14,10192,2324,2015-05-11 11:22:40
14,90336,3420,2015-02-18 20:18:54
14,35701,805,2015-12-19 12:23:16
14,70456,2673,2014-04-03 10:39:29
14,51981,810,2015-07-25 22:13:36
14,69200,2518,2014-06-03 01:43:31
14,98609,3233,2015-01-27 16:31:23
14,9092,2916,2014-12-22 01:25:26
14,23695,2055,2014-05-21 06:48:39
14,33981,1920,2014-08-08 00:22:08
14,45861,3132,2015-02-09 09:41:27
15,83049,3286,2014-05-18 10:33:30
15,53052,2682,2015-04-01 14:14:07
15,77129,2517,2015-12-16 22:02:57
15,66324,3579,2015-10-01 09:05:30
15,20720,1923,2015-09-28 02:09:48
15,17503,571,2015-10-26 00:27:14
15,87205,1800,2015-05-28 09:38:39
15,51574,1739,2014-12-28 10:42:17
15,45679,1076,2014-11-28 22:24:38
15,83619,1677,2015-09-01 19:34:25
15,88701,2848,2015-06-14 23:39:19
15,64706,112,2015-10-10 10:38:12
15,54002,324,2015-09-19 07:14:41
15,88472,3510,2014-04-29 18:18:23
15,84690,2308,2014-09-26 11:21:58
15,47050,1998,2014-01-12 12:58:08
15,24886,3077,2014-10-30 13:58:28
15,73853,2268,2014-10-19 17:35:41
15,53227,1395,2014-03-22 10:18:49
15,1896,2732,2014-11-10 04:15:38
15,1854,1602,2015-11-25 21:08:13
15,68676,1667,2014-07-24 17:11:51
15,70213,180,2015-04-25 22:13:15
15,23861,2351,2014-07-12 18:14:49
15,36801,1538,2015-01-22 13:16:53
15,6706,2120,2015-08-19 23:56:44
15,33070,1871,2015-09-21 17:53:58
15,59790,2302,2014-05-20 10:14:17
15,12923,395,2014-10-02 02:49:28
15,83206,1475,2015-10-10 23:19:10
15,14571,2516,2014-07-11 05:33:07
15,2727,2922,2015-11-25 12:38:52
15,82311,2266,2014-06-14 21:18:00
15,75137,2625,2014-11-29 00:26:48
15,62184,1843,2015-12-26 12:27:01
15,69481,1756,2014-06-27 07:38:49
15,51543,3228,2014-12-02 16:36:06
15,25296,2834,2014-12-03 13:13:24
15,92828,806,2015-11-08 19:16:58
15,9456,1703,2014-03-14 10:45:34
15,94937,485,2014-03-16 15:13:36
15,91404,1354,2015-05-04 13:53:13
15,16910,1478,2014-10-01 09:02:36
15,83472,727,2015-11-12 03:01:05
15,25432,3139,2014-07-05 03:08:15
15,71411,548,2014-07-23 21:18:42
16,21204,219,2015-01-29 16:13:14
16,15352,561,2015-12-12 16:04:41
16,6968,2265,2015-03-31 13:21:36
16,33980,3383,2015-04-14 06:54:56
16,2193,1440,2015-06-24 09:28:29
16,98232,1125,2015-10-30 22:18:31
16,61775,2946,2015-01-09 21:36:46
16,5912,3294,2014-10-10 18:55:31
16,73468,1788,2015-08-14 11:24:11
16,72756,945,2015-06-17 03:07:02
16,97547,2284,2014-04-29 05:29:55
16,26044,616,2015-03-31 15:07:58
16,60322,1187,2014-09-27 10:58:33
16,715,321,2015-01-27 10:46:27
16,96362,2026,2014-03-05 03:08:05
16,810,30,2015-08-21 08:11:51
16,14216,1007,2015-03-13 04:26:48
16,36142,50,2015-12-16 06:23:30
16,1690,2642,2014-04-13 16:34:42
16,89519,2815,2015-03-24 04:53:07
16,23234,3425,2015-06-11 00:33:19
16,74839,2030,2015-10-24 04:17:06
16,44652,1435,2014-03-12 02:30:46
16,13773,2717,2015-05-12 02:17:19
16,63870,2469,2014-12-18 20:55:13
16,20847,1394,2014-08-08 05:53:11
16,92406,1709,2014-06-08 18:50:52
16,18504,194,2015-02-21 16:53:33
16,77976,2956,2014-02-16 10:46:09
16,83906,3474,2014-08-11 20:31:57
16,41082,3134,2015-10-27 00:01:29
16,51037,3517,2014-11-24 23:27:08
16,92069,3339,2014-12-25 15:20:08
16,45250,501,2014-12-14 15:35:01
16,44871,2485,2015-12-24 20:09:52
16,46940,2675,2014-09-18 15:00:45
16,92066,2706,2014-02-09 03:17:29
16,4818,3497,2015-02-25 19:13:43
16,31263,2990,2014-11-23 18:21:06
16,41385,356,2014-04-24 22:13:42
16,64351,1272,2014-08-20 09:35:43
16,59775,1925,2015-06-14 04:05:20
16,4096,3401,2015-03-13 22:50:30
16,39795,1340,2014-09-28 01:05:41
16,29140,787,2015-12-12 19:52:10
17,64091,2053,2015-01-12 23:15:23
17,74715,192,2014-12-20 13:46:24
17,63567,3241,2015-04-26 15:04:36
17,33937,1325,2014-05-30 09:21:30
17,65197,2854,2015-06-19 20:51:13
17,34944,3086,2015-01-20 19:17:10
17,27046,654,2014-03-06 12:07:19
17,6864,807,2014-05-11 07:04:17
17,6264,934,2014-10-26 19:53:25
17,11337,2960,2014-12-18 20:10:52
17,92870,1143,2015-03-14 20:20:05
17,37796,2047,2015-03-06 00:54:08
17,17710,2661,2014-03-13 08:07:55
17,19103,2462,2015-01-11 04:32:02
17,43966,434,2014-11-24 10:52:33
17,6520,566,2014-09-09 18:09:56
17,5274,2755,2014-12-06 03:57:07
17,42073,619,2014-08-01 23:01:58
17,82768,3205,2014-06-09 12:43:02
17,19165,1320,2014-10-07 07:24:27
17,62224,594,2015-07-02 12:01:20
17,53862,109,2015-10-19 12:50:33
17,32483,1881,2014-10-09 23:47:54
17,16784,2770,2015-06-15 00:31:02
17,92925,2554,2014-12-28 02:37:52
17,25983,2813,2014-05-06 10:18:04
17,75212,398,2015-12-13 14:01:16
17,70554,3075,2014-10-04 10:58:37
17,88941,3261,2015-09-13 07:00:48
17,61459,3448,2014-05-18 15:40:34
17,49842,662,2014-05-08 17:33:22
18,5798,2072,2015-02-26 05:42:15
18,17870,3021,2014-05-07 13:39:09
18,60624,3283,2015-07-25 13:16:07
18,91145,1420,2014-03-19 13:15:44
18,59348,2074,2014-03-10 18:58:55
18,8434,2773,2015-07-31 11:37:01
18,66064,3424,2014-12-28 07:21:30
19,34530,808,2014-05-01 03:01:58
19,19524,2682,2014-11-18 02:27:16
19,51736,371,2014-12-02 19:42:57
19,28992,410,2015-12-21 03:43:01
19,24569,1706,2015-06-20 21:33:48
19,12105,2555,2015-03-13 21:46:12
19,77310,1109,2014-11-12 00:13:39
19,4513,2885,2014-05-27 19:27:55
19,71008,3179,2014-06-26 01:12:18
19,89440,933,2014-10-19 09:03:20
19,53702,696,2015-04-04 01:02:25
19,10312,604,2015-04-23 18:02:28
19,29924,2642,2015-02-23 15:40:07
20,82579,1497,2015-12-05 09:48:41
20,97141,1109,2014-02-19 13:10:20
20,35982,2829,2014-08-15 20:55:34
20,9024,2170,2014-12-26 19:06:42
20,97632,3595,2015-08-29 22:45:40
20,17232,2678,2015-10-23 03:42:38
20,80363,323,2014-03-06 23:10:16
20,74265,308,2014-01-16 19:18:18
20,45134,2529,2014-08-02 13:24:53
20,32848,2386,2015-02-06 00:49:25
20,45874,2450,2015-04-08 09:30:38
20,79129,2548,2014-04-23 08:39:59
20,94845,1635,2014-09-24 21:34:12
20,77949,3301,2014-06-04 00:22:18
20,75375,1184,2014-04-23 19:06:16
20,46654,421,2014-11-11 07:58:59
20,57651,3395,2015-11-05 01:19:32
20,77826,3354,2014-11-08 12:31:41
20,32311,1268,2015-08-29 02:48:20
20,57099,826,2014-10-15 21:37:03
20,14495,959,2014-10-02 13:46:36
20,55162,2223,2015-11-20 08:14:53
20,80641,1943,2014-04-11 03:47:57
20,74671,2775,2015-04-25 09:26:23
20,68368,2048,2014-11-12 22:56:59
20,60357,1398,2015-06-09 17:10:05
20,73120,2950,2014-12-10 03:54:26
20,87329,2553,2014-08-22 11:23:24
20,62177,476,2014-10-20 13:26:21
20,87987,3480,2015-05-04 05:43:29
20,47910,995,2015-03-16 01:34:50
20,6878,1495,2015-08-03 22:30:05
20,30103,3494,2014-11-30 04:43:28
20,28106,797,2014-11-15 19:04:54
21,97117,658,2015-08-18 08:38:58
21,9148,3496,2015-08-05 04:27:47
21,19627,2731,2014-10-19 03:20:45
21,18442,1239,2015-10-20 01:06:38
21,4253,2793,2015-10-13 09:08:17
21,83537,1290,2015-05-13 11:19:46
21,16334,273,2014-10-30 22:21:53
21,1717,2449,2015-08-22 17:14:21
21,88709,2849,2015-05-01 10:46:10
21,7236,1644,2014-07-08 16:14:40
21,26582,1680,2015-10-06 01:22:28
21,79121,476,2015-03-10 18:23:04
21,41959,238,2014-08-12 15:41:30
21,9283,1909,2015-10-17 19:51:48
21,98307,2664,2015-07-05 14:55:01
21,65010,2918,2014-09-20 11:53:19
21,48029,3194,2014-02-01 08:19:13
22,44110,3196,2014-08-24 10:47:20
22,63457,1656,2015-04-07 11:40:08
22,73356,1953,2015-07-15 09:46:38
22,29315,2878,2014-02-18 09:29:55
23,43343,1733,2014-09-10 01:30:57
23,45148,1039,2015-07-04 07:12:33
23,40171,3051,2015-06-23 22:59:32
23,2102,447,2014-06-18 14:56:43
23,61977,526,2014-03-09 03:43:48
23,64772,2321,2014-07-12 13:42:25
23,79790,1693,2015-08-27 19:18:03
23,55285,2989,2014-05-15 07:36:04
23,4093,2861,2015-08-18 21:17:48
23,56084,2627,2015-09-08 10:17:06
23,22384,3228,2015-04-02 10:08:01
23,72923,2660,2014-02-02 04:51:24
23,72476,509,2014-03-02 04:23:57
23,29530,798,2015-12-09 00:26:26
23,73922,2522,2014-06-03 14:58:36
23,89407,2716,2015-09-17 00:20:09
23,44859,1796,2014-12-26 07:01:46
23,40236,42,2015-08-13 06:33:09
23,43849,3584,2015-11-05 21:29:22
23,13898,2121,2014-02-09 12:48:34
23,57102,896,2015-12-31 00:09:16
23,59480,955,2014-06-24 05:40:29
23,68354,1844,2014-01-29 14:03:09
23,99458,348,2015-09-21 09:51:43
23,67289,2857,2015-02-24 18:28:29
23,79430,1530,2015-08-02 03:59:06
23,85826,3246,2014-03-18 07:07:26
23,77297,576,2014-10-19 21:36:30
23,3693,1741,2015-10-04 03:37:38
23,81408,2415,2014-08-10 09:37:28
23,13055,1968,2014-08-06 02:28:52
23,54054,2329,2015-08-14 04:02:20
23,70716,2376,2014-01-06 10:46:05
23,86244,3576,2015-09-21 04:50:26
23,37651,1462,2014-09-05 13:11:24
23,81172,3414,2015-03-14 05:35:30
23,12778,2671,2014-12-03 03:47:21
23,39528,3203,2014-04-25 09:08:55
23,5240,1775,2015-09-15 07:58:15
23,17887,2748,2015-12-15 11:53:04
23,32029,517,2015-10-16 11:29:41
23,8214,989,2015-10-31 22:57:16
24,22472,2120,2015-03-25 22:21:35
24,98374,721,2014-12-09 13:34:47
24,85610,1785,2015-12-02 17:02:06
24,65296,3488,2015-03-12 13:56:29
24,99840,1289,2014-07-29 13:02:47
24,58176,2203,2015-05-02 06:25:43
24,69683,1929,2015-03-20 18:28:38
24,49672,1058,2015-03-06 12:55:56
24,16308,2457,2015-03-07 04:58:35
24,43750,3131,2014-01-05 19:58:19
24,81686,2092,2015-03-15 00:09:32
24,39525,509,2015-10-30 21:22:46
24,23067,2197,2014-08-16 04:53:47
24,74710,2079,2014-03-12 00:09:40
24,49024,2498,2014-04-21 20:25:46
24,64495,422,2014-09-25 18:11:56
24,98986,2803,2014-08-22 16:07:57
24,66978,3152,2015-05-19 13:05:01
24,49823,2898,2015-06-26 12:47:47
24,10244,989,2014-01-27 18:34:37
24,95641,553,2015-11-25 11:00:45
24,30572,642,2015-02-21 09:22:55
24,62234,345,2014-11-06 17:30:39
24,93385,499,2014-03-10 02:27:29
24,30285,2951,2014-09-21 15:36:56
24,34672,266,2014-05-06 13:06:27
24,41549,1913,2015-08-15 20:29:15
24,45790,1291,2015-03-07 17:01:23
24,94701,152,2014-03-29 09:15:56
24,2159,125,2015-04-08 21:31:45
24,38952,1457,2015-07-30 14:44:26
24,73624,116,2014-09-17 04:58:36
24,85348,276,2015-06-21 07:34:01
24,14274,1494,2014-03-29 16:22:35
24,74333,2409,2014-02-01 04:16:12
24,37571,3343,2015-08-15 09:49:15
24,86529,2225,2015-09-25 12:00:36
24,59351,2387,2015-11-18 10:35:56
24,3294,2906,2015-11-17 22:42:45
24,5221,758,2014-08-12 16:36:22
24,85168,1380,2015-11-14 18:56:05
24,68204,968,2015-03-27 23:28:14
24,75332,2114,2015-08-11 06:35:20
24,17846,2105,2015-11-01 09:32:34
24,57302,1094,2014-06-27 08:09:47
24,1007,699,2014-06-16 22:09:19
24,26704,3429,2014-05-24 06:09:02
24,42530,481,2015-04-06 01:28:05
24,75444,1992,2015-06-21 13:17:12
24,69114,1412,2014-01-13 06:29:46
25,9016,149,2015-04-28 01:49:01
25,65550,2644,2014-01-27 01:08:09
25,24293,2934,2015-02-25 06:44:52
25,58554,1148,2014-12-14 10:03:33
25,12809,2857,2014-09-10 05:36:46
25,77954,2618,2015-02-07 13:33:58
25,65008,506,2015-11-16 18:40:49
25,1662,1446,2015-11-16 05:11:40
25,20486,776,2015-12-17 13:38:09
25,38182,1044,2015-07-04 00:45:53
25,98728,1631,2014-07-10 05:03:50
25,81934,1790,2015-10-10 01:03:54
25,10363,3153,2014-12-16 00:32:10
25,41855,1615,2014-11-03 01:22:38
25,69542,297,2014-09-27 04:44:10
25,13256,3115,2014-12-09 02:50:10
25,26050,2070,2015-11-06 23:53:26
25,97127,1274,2014-11-28 08:19:49
25,60968,485,2015-03-23 18:14:38
25,94756,1074,2015-01-03 00:56:35
25,29497,433,2014-06-19 02:14:43
25,63818,271,2015-11-23 05:56:11
25,12941,3085,2015-05-15 14:25:13
25,91181,332,2015-02-05 01:37:18
25,75655,3332,2014-10-11 16:09:43
25,19440,2290,2014-07-04 06:25:06
25,73521,2285,2015-03-26 00:36:45
25,44974,266,2014-05-04 21:54:21
25,75496,915,2014-07-09 09:11:03
25,95023,2078,2014-07-08 18:17:47
25,77179,235,2015-04-20 20:00:53
25,22676,1111,2014-03-28 22:17:27
26,13844,940,2014-11-22 08:58:58
