accepter_id,requester_id,time
279,4,2014-03-15 00:01:52
179,4,2014-06-03 06:54:33
662,4,2014-01-27 10:09:42
829,4,2014-08-02 06:23:38
81,4,2017-10-10 22:54:11
941,4,2017-06-19 22:12:51
516,4,2016-09-21 17:32:22
706,4,2015-08-03 06:48:26
983,4,2014-01-04 21:59:13
739,5,2016-08-10 14:16:56
799,5,2014-06-09 22:30:27
912,5,2015-11-06 06:19:04
102,5,2014-06-15 03:25:30
765,5,2014-07-01 07:23:40
893,5,2014-12-29 08:53:41
850,5,2016-10-21 03:45:10
454,5,2017-08-03 02:16:09
258,5,2014-07-02 14:25:57
466,5,2017-11-09 05:22:00
628,5,2017-10-24 14:40:00
142,5,2014-06-11 06:37:26
446,6,2016-06-30 03:40:25
361,6,2017-10-09 05:13:19
289,6,2015-04-12 19:39:41
469,6,2014-08-02 19:41:19
946,6,2017-04-18 02:09:29
329,6,2015-08-05 12:26:49
326,7,2015-04-14 04:18:00
236,7,2017-05-23 21:07:37
30,7,2017-12-23 23:13:36
802,7,2014-06-02 11:17:51
6,7,2015-06-14 13:30:56
193,8,2016-02-15 02:37:39
759,8,2016-04-14 23:36:03
906,8,2016-03-31 18:07:27
230,8,2016-11-27 19:01:51
424,8,2017-10-27 00:25:16
936,8,2016-06-17 12:15:37
325,8,2014-11-09 01:55:22
595,8,2015-07-26 12:56:40
698,8,2015-01-20 09:10:02
499,8,2014-02-18 10:51:38
858,8,2015-06-04 23:15:38
308,8,2017-04-28 13:35:08
347,8,2015-01-19 23:16:37
467,8,2016-09-27 08:48:12
388,8,2014-08-26 21:12:27
142,8,2016-10-26 06:58:22
523,8,2017-12-04 09:13:18
634,8,2017-09-05 17:47:49
152,8,2017-01-07 14:17:07
717,8,2017-01-15 02:18:06
814,8,2017-09-21 06:45:24
855,8,2017-02-20 16:58:36
12,8,2016-08-17 21:22:34
643,8,2017-11-18 02:24:39
27,9,2017-04-16 14:11:12
98,9,2015-10-31 21:14:08
827,9,2016-06-04 14:39:00
103,9,2014-11-06 15:51:41
335,9,2015-04-20 16:09:08
791,9,2015-12-06 22:14:11
23,9,2017-05-10 04:23:06
451,10,2015-09-20 08:10:14
705,10,2015-07-22 22:07:53
150,10,2015-03-24 23:12:06
978,10,2017-06-20 14:05:53
152,10,2014-02-10 05:13:46
786,10,2016-04-11 12:03:14
639,10,2015-12-16 02:31:40
897,11,2017-11-07 14:58:53
218,11,2016-03-27 13:15:19
181,11,2017-07-15 22:28:38
272,11,2014-08-12 17:09:49
978,11,2014-12-18 07:15:19
398,11,2015-09-12 12:02:26
488,11,2016-11-04 15:22:23
887,11,2017-02-28 20:38:18
197,11,2014-05-27 11:41:29
97,11,2015-01-27 20:12:56
618,11,2017-04-01 19:20:06
372,12,2016-01-24 00:05:24
910,12,2014-01-04 20:20:21
272,12,2017-09-26 02:22:35
741,12,2014-04-26 19:14:17
953,12,2016-09-27 23:54:18
952,12,2015-09-06 20:04:33
540,12,2017-11-19 15:49:30
566,12,2015-01-25 23:00:29
788,12,2015-01-05 15:59:14
31,12,2015-12-19 16:25:50
860,12,2014-06-10 01:41:13
960,13,2015-04-17 09:00:38
904,13,2015-04-03 13:20:50
680,13,2016-08-19 07:16:55
579,13,2017-04-13 01:17:10
398,13,2015-01-17 07:22:08
392,13,2014-02-25 01:06:54
532,13,2016-06-13 14:57:27
245,13,2017-09-28 13:00:31
718,13,2015-01-01 08:26:44
408,13,2015-05-07 11:48:04
864,13,2016-03-22 17:16:18
320,13,2016-08-01 18:59:12
804,13,2015-09-23 22:21:39
533,13,2016-09-11 01:38:14
288,13,2014-09-29 09:17:14
573,13,2014-09-23 11:03:20
957,13,2016-01-05 12:50:42
840,14,2015-02-06 06:00:58
735,14,2017-02-12 18:25:40
155,14,2014-11-19 06:33:35
826,14,2015-06-27 07:27:04
395,14,2017-09-07 23:06:38
839,14,2014-03-23 07:34:34
596,14,2016-11-24 17:00:44
193,14,2014-05-10 11:49:51
396,14,2015-09-01 04:23:39
249,14,2016-11-26 17:02:15
548,14,2014-07-14 19:40:23
933,14,2014-03-19 18:49:26
6,14,2017-01-06 00:49:20
923,14,2015-06-04 01:44:42
98,14,2015-06-29 21:13:20
551,14,2016-08-24 01:27:03
768,15,2016-03-26 06:05:17
967,15,2017-02-06 01:36:09
59,15,2017-01-20 16:00:05
796,15,2017-02-27 19:00:49
333,15,2016-03-20 14:20:02
195,15,2016-10-28 22:13:43
382,15,2017-09-02 17:55:05
256,15,2017-09-26 14:05:37
13,15,2015-01-21 00:28:10
320,15,2015-09-08 03:33:03
20,15,2016-01-19 01:46:48
895,15,2016-01-18 08:41:09
420,15,2014-06-28 22:50:07
319,16,2015-01-28 06:41:17
690,16,2017-01-30 13:02:24
828,16,2014-05-26 00:36:01
553,16,2015-05-05 08:23:59
339,16,2014-11-06 06:34:34
425,16,2014-08-06 00:25:25
283,16,2017-11-12 05:20:51
160,16,2014-08-21 19:46:34
856,16,2014-06-10 21:14:12
628,16,2015-08-18 08:51:25
939,16,2014-11-18 07:10:08
532,16,2015-10-16 00:57:22
315,16,2015-09-19 10:23:30
884,16,2016-07-15 02:46:48
390,16,2017-03-03 11:43:37
582,16,2017-11-23 17:08:50
68,16,2015-07-31 14:16:11
569,17,2014-09-09 07:33:23
83,17,2017-06-21 11:54:36
510,17,2016-12-12 05:55:44
151,17,2016-06-24 07:00:07
870,17,2016-08-18 00:51:57
341,17,2016-05-28 23:53:46
853,17,2016-09-22 23:03:48
824,17,2015-10-05 16:26:55
928,17,2014-06-23 20:11:10
318,17,2017-04-21 23:07:41
586,17,2016-09-27 13:24:35
514,17,2017-02-02 17:52:32
949,17,2015-03-11 00:31:29
644,17,2015-09-10 16:34:47
22,17,2017-03-13 09:44:25
762,17,2017-01-12 14:14:49
593,17,2015-06-11 23:35:44
421,17,2015-12-27 04:58:45
183,17,2015-04-12 03:18:03
810,17,2017-03-20 17:03:26
937,17,2016-08-28 10:15:59
82,17,2014-11-30 10:22:09
811,17,2015-04-17 21:31:14
118,17,2015-03-13 07:42:16
694,17,2015-04-30 22:11:36
347,17,2014-09-08 15:02:26
684,17,2015-08-13 23:03:36
762,18,2017-03-05 07:43:31
213,18,2014-03-21 03:11:46
805,18,2016-05-16 03:48:08
23,18,2015-02-09 18:04:56
686,18,2014-07-03 21:22:19
953,18,2015-04-29 19:51:46
178,18,2016-05-29 03:59:31
899,18,2015-01-06 18:37:00
454,18,2016-11-24 04:02:02
992,18,2017-03-08 09:51:07
655,18,2017-12-21 13:01:45
618,18,2017-02-27 23:40:23
512,18,2017-11-06 12:10:07
501,18,2017-04-05 01:55:18
163,18,2017-12-19 09:53:45
630,18,2016-07-19 05:33:01
40,18,2014-05-05 07:54:52
356,18,2017-05-26 17:17:02
464,18,2016-02-22 10:15:25
222,19,2014-02-08 18:22:49
210,19,2015-03-20 22:56:40
752,19,2014-02-27 12:58:07
215,19,2016-11-11 05:08:58
710,19,2016-08-13 12:36:19
437,19,2015-11-09 00:22:14
54,19,2017-06-24 20:02:27
451,19,2014-03-25 19:47:21
23,19,2015-12-23 18:58:16
631,19,2014-02-25 02:06:42
933,19,2016-11-06 21:48:22
251,19,2015-10-21 21:24:51
811,20,2016-12-13 13:37:38
972,20,2017-03-07 12:34:37
634,20,2017-02-24 22:51:41
768,20,2016-07-04 17:49:06
182,20,2014-09-15 07:55:05
3,20,2014-10-25 20:48:51
589,20,2016-06-05 01:13:50
291,20,2015-03-11 05:20:40
178,20,2014-12-09 23:11:46
332,20,2014-10-06 19:26:13
604,20,2014-04-19 18:50:44
928,20,2017-09-29 22:23:07
908,20,2017-04-20 14:33:21
597,20,2014-05-05 09:50:33
834,20,2014-08-02 10:20:56
496,20,2016-02-09 07:32:50
449,20,2015-01-07 10:50:33
264,20,2016-10-30 20:12:58
275,20,2015-04-14 13:20:23
104,20,2014-01-18 18:13:18
778,20,2017-12-05 18:44:18
327,20,2014-05-23 07:27:07
584,20,2017-07-13 04:35:36
58,20,2016-09-24 04:47:23
362,20,2017-11-22 08:45:32
463,20,2014-09-01 17:37:30
37,21,2017-09-01 04:51:34
398,21,2016-04-13 01:38:05
720,21,2014-07-01 13:14:29
137,21,2014-07-29 22:28:55
397,21,2016-05-24 18:40:40
888,21,2015-02-09 01:54:20
820,21,2015-05-24 23:18:52
470,21,2017-09-10 09:48:03
786,21,2017-04-09 19:21:27
601,21,2014-04-13 20:33:31
607,21,2015-04-20 19:48:03
765,21,2015-04-08 06:19:47
383,21,2015-08-14 12:03:55
968,21,2016-06-18 10:37:55
206,21,2015-01-23 15:15:14
561,21,2015-02-10 13:53:13
793,21,2017-07-17 14:03:52
851,21,2015-07-01 03:06:31
283,21,2016-08-23 00:28:21
575,21,2014-08-16 17:33:08
104,21,2014-05-13 00:34:30
546,21,2015-05-16 05:39:51
810,21,2017-10-17 22:17:18
833,22,2015-09-19 18:44:56
985,22,2017-10-08 09:25:50
289,22,2016-02-08 02:28:56
186,22,2017-01-27 06:52:12
457,22,2015-12-21 18:07:37
563,22,2017-10-21 04:16:12
675,22,2016-05-30 17:16:18
715,22,2014-08-16 00:35:57
974,23,2016-03-05 16:39:01
840,23,2015-12-07 09:21:13
417,23,2017-11-01 03:02:55
734,23,2017-03-17 10:38:35
59,23,2014-10-27 05:44:10
608,23,2016-09-22 13:47:05
565,23,2017-01-16 19:52:00
760,23,2017-01-10 06:53:41
804,23,2016-04-01 03:16:47
852,23,2016-07-15 10:32:41
731,23,2014-10-21 11:33:16
249,23,2016-04-27 03:41:05
475,23,2016-02-17 00:43:54
94,23,2014-08-16 23:17:18
353,23,2017-01-20 21:19:23
960,23,2015-01-29 15:20:54
407,23,2015-11-04 02:35:19
512,24,2015-04-01 23:02:54
775,24,2016-09-23 14:04:27
881,24,2014-11-18 04:28:28
793,24,2014-06-08 14:29:37
627,24,2014-07-14 11:51:01
602,24,2015-12-15 17:49:33
781,24,2015-02-25 00:33:29
278,24,2016-01-09 20:53:47
461,24,2017-10-27 02:06:43
614,24,2015-06-22 03:06:56
977,24,2015-03-01 23:40:08
375,24,2016-11-18 02:49:57
142,24,2017-01-13 05:19:41
254,24,2016-07-18 00:27:50
546,24,2017-03-04 03:32:47
135,24,2014-01-14 06:05:31
255,24,2015-10-25 20:00:42
178,24,2014-07-15 12:44:59
59,24,2017-05-03 22:42:01
626,24,2016-05-07 06:49:26
915,24,2016-04-15 01:01:56
510,24,2014-07-18 12:16:57
256,24,2015-11-15 23:42:56
175,24,2016-04-28 16:02:49
192,24,2014-10-19 15:39:39
570,25,2015-02-19 19:40:10
96,25,2017-07-08 02:35:51
593,25,2017-08-11 14:31:13
627,25,2017-12-30 16:57:32
981,25,2017-06-27 11:26:24
152,25,2014-09-14 04:51:37
637,25,2017-08-13 15:19:22
427,25,2015-04-07 17:58:37
423,26,2017-05-21 12:01:11
562,26,2016-04-14 11:35:12
445,26,2017-06-05 10:44:01
220,26,2017-07-25 16:33:58
989,26,2015-12-30 07:01:26
856,26,2015-09-12 02:00:20
893,26,2015-04-07 19:28:42
841,26,2014-03-26 03:23:29
157,26,2014-02-27 12:55:19
995,26,2017-08-23 22:32:57
697,26,2014-06-10 23:07:46
219,26,2017-10-10 00:26:32
33,26,2016-01-29 17:18:40
543,26,2015-08-19 11:30:34
314,26,2014-07-29 09:23:27
459,26,2015-11-07 10:03:46
13,26,2017-08-06 10:42:24
918,26,2017-01-22 04:09:31
56,26,2014-07-09 00:41:48
960,26,2015-07-25 19:27:34
555,26,2017-08-17 14:53:06
709,26,2017-05-27 23:34:43
226,27,2017-03-26 01:41:04
903,27,2015-09-22 17:19:54
484,27,2017-08-21 21:52:46
824,27,2016-06-02 19:54:48
457,27,2015-10-06 04:26:14
997,27,2017-05-06 16:32:03
196,27,2017-03-20 09:33:21
67,27,2014-12-30 09:24:50
950,27,2017-03-03 20:16:22
675,27,2016-03-14 15:27:50
134,27,2014-04-29 05:12:47
316,27,2014-06-08 13:06:29
794,27,2015-08-24 22:58:40
543,27,2015-04-19 21:13:56
930,27,2016-03-09 13:10:19
425,27,2015-11-04 00:51:48
341,27,2015-01-05 20:00:30
434,27,2016-07-27 04:28:05
396,28,2015-04-14 02:10:21
489,28,2016-05-21 23:08:25
466,28,2017-04-15 09:14:27
126,28,2014-07-17 14:15:22
20,28,2017-07-15 03:52:48
982,28,2016-01-21 20:15:33
225,28,2016-01-18 21:09:00
302,28,2015-06-02 07:54:11
600,28,2014-08-10 07:57:11
523,28,2015-03-10 17:37:04
311,28,2016-07-26 11:14:37
666,28,2015-07-24 17:02:46
300,28,2017-03-30 15:51:15
294,28,2014-06-06 22:41:28
910,28,2015-12-27 04:52:51
946,28,2016-09-10 20:23:57
24,28,2015-06-16 21:21:12
85,28,2017-04-20 08:02:30
527,28,2014-10-18 01:37:21
656,28,2015-04-10 19:17:20
421,28,2015-10-30 09:07:12
840,28,2017-10-22 17:49:18
857,28,2017-11-07 15:10:58
529,28,2014-04-08 02:35:02
579,29,2016-08-23 18:47:09
185,29,2017-05-26 03:34:31
991,29,2017-06-20 10:20:04
509,29,2014-02-24 09:39:01
71,29,2016-04-22 14:37:54
36,29,2016-06-20 04:29:48
382,29,2017-02-03 13:42:51
82,29,2015-12-13 18:46:39
363,29,2015-11-14 05:27:07
713,29,2014-11-12 06:37:56
795,29,2016-08-07 22:34:58
855,29,2017-04-04 08:00:40
86,29,2014-10-23 22:43:26
108,29,2014-02-11 19:46:00
605,30,2015-05-22 05:37:18
602,30,2017-07-15 17:05:17
787,30,2016-11-06 18:04:06
831,30,2014-05-11 12:25:16
351,30,2017-03-03 08:14:22
952,30,2014-02-03 15:16:03
208,30,2017-11-25 11:03:16
970,30,2016-07-19 23:51:38
765,30,2015-01-17 01:22:15
157,31,2015-08-18 11:07:36
3,31,2015-04-06 18:48:10
397,31,2016-02-26 19:13:33
554,31,2016-02-01 21:43:39
606,31,2017-11-17 21:37:20
477,31,2017-09-11 21:17:22
954,31,2017-08-17 03:20:07
378,31,2016-06-08 14:55:07
235,31,2016-04-21 18:42:07
88,31,2017-05-14 00:07:46
533,31,2014-10-01 08:23:32
327,31,2015-03-05 15:53:15
613,31,2015-04-25 03:49:09
747,31,2014-10-30 19:24:21
441,31,2015-11-07 10:25:28
25,31,2014-03-04 10:38:44
244,31,2014-12-31 23:20:10
649,31,2014-04-22 19:33:14
62,31,2014-10-04 15:21:47
571,31,2015-12-26 01:50:39
300,31,2014-11-02 21:30:42
85,31,2016-03-23 14:07:49
551,31,2016-06-13 03:13:31
579,31,2017-08-17 11:13:36
307,31,2015-10-17 04:17:29
22,31,2016-10-10 23:54:33
162,31,2014-09-29 19:07:16
118,31,2014-02-18 06:16:55
353,31,2017-07-26 01:00:11
454,31,2017-06-23 12:06:14
389,32,2017-02-28 17:41:51
135,32,2015-04-17 12:32:11
235,32,2017-01-23 16:28:36
297,32,2014-01-12 08:14:50
348,32,2015-01-27 18:57:24
128,32,2015-07-18 06:22:24
546,32,2017-02-11 23:26:07
790,32,2016-03-10 23:34:59
36,32,2017-09-25 17:43:49
415,32,2016-05-13 19:32:19
198,32,2014-08-18 03:19:16
603,32,2014-04-06 06:41:30
472,32,2016-07-22 04:53:09
705,32,2016-01-29 17:25:42
285,32,2014-12-20 13:51:40
802,32,2016-09-13 12:11:49
633,33,2016-08-05 14:27:01
499,33,2017-03-23 11:16:15
444,33,2017-12-30 01:17:23
315,33,2016-04-08 12:40:51
963,33,2016-12-31 13:03:28
23,33,2017-08-13 00:55:04
531,33,2015-05-27 14:44:46
313,33,2014-02-05 01:28:16
813,33,2017-08-31 07:00:44
989,33,2017-04-21 00:52:03
426,33,2017-02-03 08:31:17
623,33,2017-10-24 03:59:27
394,33,2017-12-11 12:57:31
167,33,2017-05-29 21:01:10
805,33,2014-10-12 02:17:51
926,33,2014-12-28 19:19:21
466,33,2017-07-28 00:53:34
956,33,2015-03-14 10:02:26
147,33,2015-03-21 19:09:14
406,33,2017-12-25 13:24:21
468,33,2017-10-23 14:30:49
752,33,2017-04-18 15:08:22
98,33,2014-12-30 21:23:48
55,33,2014-06-04 08:17:10
573,33,2016-03-27 16:18:27
280,33,2016-02-24 07:59:18
68,33,2016-01-26 13:52:28
207,33,2015-12-21 05:09:55
140,34,2015-07-03 20:48:23
558,34,2017-09-06 01:59:09
671,34,2016-12-23 02:26:16
214,34,2015-05-23 08:33:08
21,34,2015-02-09 20:54:59
567,34,2014-04-11 01:35:25
483,34,2015-03-27 10:48:35
865,34,2017-09-18 10:29:23
930,34,2016-01-28 01:50:26
592,34,2016-10-25 04:18:32
876,34,2017-11-01 16:50:54
789,34,2017-09-01 16:41:47
713,34,2016-07-26 16:06:44
993,34,2017-02-01 02:27:36
275,34,2015-09-03 04:25:49
604,34,2014-10-14 19:25:27
221,34,2015-06-02 03:03:09
684,34,2016-03-21 22:13:02
715,34,2015-05-29 12:19:10
564,34,2016-09-21 09:59:43
676,34,2014-09-25 15:30:05
114,34,2016-10-07 11:41:52
32,34,2017-06-20 07:47:42
757,34,2015-07-19 03:40:32
762,34,2015-11-19 03:59:38
168,34,2016-08-12 01:14:20
516,34,2014-09-20 06:32:43
234,34,2014-06-12 01:34:17
965,34,2015-09-04 10:32:14
854,34,2016-01-16 21:46:02
664,35,2014-04-26 23:37:29
205,35,2016-10-03 01:07:41
899,35,2015-09-04 04:08:04
849,35,2016-07-28 10:18:16
470,35,2015-11-06 00:52:45
7,35,2015-08-07 22:07:13
516,35,2017-03-02 06:14:07
533,35,2017-07-07 11:37:48
358,36,2017-03-29 18:28:07
544,36,2016-07-16 12:10:51
872,36,2017-09-15 22:00:48
298,36,2015-11-13 19:54:41
911,36,2016-06-11 21:24:29
898,36,2015-07-13 10:19:22
344,36,2015-10-28 11:46:32
165,36,2016-05-07 03:10:02
168,36,2016-02-23 07:03:05
667,36,2017-10-18 07:49:56
112,36,2017-07-10 04:56:46
764,36,2014-06-18 09:13:43
91,36,2017-03-11 04:39:26
746,37,2015-11-25 19:11:52
779,37,2014-10-05 05:01:09
765,37,2016-06-09 09:50:52
141,37,2014-04-27 21:45:10
706,37,2015-09-21 15:15:58
790,37,2017-08-24 18:11:01
990,37,2017-05-23 01:57:59
923,37,2015-12-31 20:39:07
205,37,2016-07-20 07:49:26
551,37,2014-07-01 07:30:35
907,37,2014-02-15 07:09:53
6,37,2015-06-17 23:49:16
249,37,2016-11-19 14:50:47
157,37,2017-11-02 14:02:42
301,37,2015-09-06 12:32:56
315,37,2016-12-01 09:19:47
659,37,2014-03-17 07:02:33
209,38,2017-08-08 02:07:21
168,38,2017-07-21 13:12:12
149,38,2014-10-13 04:38:12
733,38,2015-11-20 00:11:37
851,38,2017-03-25 21:31:40
947,38,2014-06-24 00:37:18
524,38,2016-06-21 23:36:19
944,38,2014-07-28 03:02:28
44,38,2017-11-28 13:14:31
213,38,2017-10-31 09:58:20
192,38,2017-08-16 23:07:49
554,38,2016-12-06 17:58:06
716,38,2015-08-12 21:39:08
426,39,2014-03-15 05:28:51
247,39,2017-12-13 20:57:44
744,39,2015-01-30 10:44:43
326,39,2015-12-07 11:09:35
796,39,2017-04-17 20:54:20
371,39,2015-05-12 22:06:27
292,39,2014-12-15 07:57:48
322,39,2016-06-05 19:31:23
123,39,2014-12-06 21:49:35
358,39,2015-12-11 15:21:10
446,39,2015-07-23 04:16:15
273,39,2017-06-26 08:51:13
151,39,2016-07-28 18:35:52
168,39,2016-11-11 11:19:28
240,39,2016-11-21 12:55:18
576,39,2015-10-19 07:07:08
484,39,2014-06-30 02:15:21
675,39,2014-12-30 07:09:31
135,40,2015-05-25 06:43:13
573,40,2016-05-29 18:59:28
628,40,2015-12-15 21:55:12
895,40,2014-06-08 14:18:35
116,40,2017-01-11 13:05:38
812,40,2017-03-30 15:31:44
625,40,2017-12-08 14:59:45
317,40,2015-10-16 06:02:20
813,40,2015-04-18 21:01:12
604,40,2017-11-07 08:54:25
425,40,2014-12-02 06:35:35
690,40,2016-05-20 04:38:40
442,40,2016-05-01 18:24:39
345,40,2016-04-16 00:18:16
566,40,2016-03-16 18:35:47
385,40,2014-07-13 16:57:32
511,41,2014-03-16 23:15:56
683,41,2015-11-06 15:16:46
304,41,2016-08-22 09:41:41
640,41,2014-07-31 03:04:14
746,41,2016-08-23 07:18:05
687,41,2014-04-20 03:34:36
112,41,2016-12-29 06:59:21
198,41,2016-09-02 12:37:49
172,41,2015-01-20 11:10:11
468,41,2015-07-11 04:57:25
955,41,2015-10-31 21:31:12
896,41,2015-06-30 03:23:54
548,41,2015-11-12 16:31:49
293,41,2014-10-18 23:25:02
492,41,2014-01-17 13:21:52
295,41,2014-07-21 19:22:15
745,41,2016-12-13 08:26:53
460,41,2014-03-07 05:14:50
475,41,2016-03-28 12:49:43
231,41,2017-04-23 20:08:44
928,41,2017-08-04 18:34:59
131,41,2017-12-09 10:57:17
98,42,2015-11-04 07:41:48
967,42,2014-06-22 23:19:14
378,42,2014-05-24 02:53:34
296,42,2017-06-13 03:14:23
346,42,2014-08-22 06:36:58
624,42,2015-02-28 04:14:21
194,42,2015-08-21 02:24:38
862,42,2014-06-15 09:55:58
606,42,2015-07-24 10:29:14
136,42,2016-08-25 09:39:06
603,42,2017-06-03 19:13:47
914,42,2017-09-15 17:19:23
101,42,2014-12-28 02:13:01
514,42,2016-06-03 10:38:44
425,42,2015-06-24 22:59:07
71,42,2017-01-08 01:45:52
613,42,2017-03-02 15:48:58
293,42,2016-01-24 19:05:50
828,42,2017-08-04 07:12:54
158,42,2015-10-20 01:08:05
33,42,2017-09-05 09:05:51
326,42,2016-07-07 16:57:49
128,42,2017-10-31 06:41:51
436,42,2016-02-04 12:49:54
133,42,2015-11-17 13:12:33
648,42,2014-07-25 11:08:37
255,42,2014-07-04 18:52:38
29,42,2014-09-16 18:49:55
77,42,2015-08-24 20:28:00
707,42,2014-05-16 17:30:57
446,43,2017-08-26 20:57:32
238,43,2016-03-09 23:50:25
866,43,2014-07-11 05:25:55
244,43,2015-03-18 23:35:31
435,43,2016-07-27 23:08:00
976,43,2015-05-23 11:58:27
689,43,2015-08-27 05:20:00
195,43,2017-06-04 11:54:36
685,43,2017-11-28 13:44:36
644,43,2016-12-24 17:31:19
385,43,2015-06-04 14:46:05
732,43,2017-06-21 05:45:32
264,43,2015-03-06 03:52:30
10,43,2014-10-02 23:07:19
232,43,2016-08-02 22:01:25
139,43,2015-01-01 02:26:22
34,43,2017-02-20 08:42:57
665,43,2017-07-01 07:00:38
675,43,2017-07-21 22:41:49
125,43,2016-02-03 01:52:11
640,43,2014-08-10 12:52:21
434,44,2017-03-25 16:38:17
87,44,2017-04-20 21:23:26
379,44,2015-05-22 20:01:51
322,44,2015-09-02 13:28:01
113,44,2016-10-23 00:05:59
210,44,2014-11-04 09:59:30
188,44,2014-08-20 08:05:55
9,44,2014-02-06 13:27:41
5,44,2014-10-17 16:47:30
301,44,2014-11-21 23:17:03
199,44,2017-01-29 07:59:36
862,44,2015-05-19 12:08:23
557,44,2016-10-19 13:13:52
132,44,2016-03-09 12:08:56
750,44,2016-01-27 21:24:01
248,44,2015-03-13 13:29:54
632,44,2014-04-25 10:55:12
649,44,2016-09-03 07:26:53
456,44,2016-01-26 01:58:19
120,44,2015-01-31 18:17:07
839,44,2017-12-23 13:09:33
844,44,2014-11-14 19:28:02
625,44,2014-05-26 08:06:28
618,44,2014-08-04 22:13:08
422,44,2015-02-02 23:12:47
73,44,2016-10-14 21:36:55
524,44,2016-08-17 21:01:57
373,45,2016-03-17 05:59:04
15,45,2016-12-21 11:24:11
347,45,2015-10-29 21:47:21
157,45,2017-09-03 20:59:16
908,45,2016-11-29 02:15:17
641,45,2016-07-02 08:27:56
389,45,2016-09-10 18:03:19
766,45,2016-03-11 10:20:58
917,45,2015-09-22 02:17:00
590,45,2014-11-10 21:45:14
837,45,2014-04-17 06:19:59
676,45,2016-03-07 04:53:32
839,45,2014-06-09 23:11:43
191,45,2016-01-19 03:50:19
86,45,2017-11-22 17:42:00
537,45,2014-02-02 01:52:45
836,45,2017-04-22 13:45:31
552,45,2016-03-12 23:20:49
411,45,2015-09-14 13:21:05
33,45,2015-08-12 15:04:14
451,45,2017-05-21 23:48:08
78,46,2014-05-24 09:12:54
295,46,2015-10-22 11:53:21
834,46,2014-04-30 10:22:15
177,46,2014-06-29 21:00:32
909,46,2016-05-29 01:57:47
968,46,2015-06-06 12:06:21
4,46,2014-09-22 18:16:36
330,46,2015-09-07 21:58:55
376,46,2014-12-03 05:07:55
368,46,2016-05-07 16:37:50
954,46,2016-01-26 13:40:56
880,46,2014-08-22 00:14:22
364,46,2015-09-17 22:59:30
480,46,2014-08-12 23:01:56
942,46,2015-07-28 01:47:17
858,46,2017-04-18 15:48:36
556,46,2017-09-10 11:00:45
197,46,2017-10-07 18:18:47
422,46,2015-11-05 19:19:11
880,47,2014-08-27 00:48:38
266,47,2017-10-15 01:58:19
882,47,2017-01-16 04:31:57
92,47,2014-10-30 05:01:44
944,47,2015-07-28 18:17:20
703,47,2017-08-05 07:42:48
897,47,2015-06-04 16:42:27
